what,kind,bundleId,bundleVersion,description,time
closed,view,org.eclipse.ui.views,,"org.eclipse.ui.views.ContentOutline",1489445476909
closed,view,org.eclipse.ui.ide,3.12.2.v20161115-1450,"org.eclipse.ui.views.ProblemView",1489445476965
closed,view,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.PackageExplorer",1489445477056
closed,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1489445477437
stopped,bundle,org.eclipse.m2e.logback.configuration,1.7.0.20160603-1933,"org.eclipse.m2e.logback.configuration",1489445479862
stopped,bundle,org.eclipse.recommenders.apidocs.rcp,2.4.5.v20161130-1427,"org.eclipse.recommenders.apidocs.rcp",1489445479864
stopped,bundle,org.eclipse.recommenders.coordinates.rcp,2.4.5.v20161130-1427,"org.eclipse.recommenders.coordinates.rcp",1489445479867
stopped,bundle,org.eclipse.recommenders.models,2.4.5.v20161130-1427,"org.eclipse.recommenders.models",1489445479871
stopped,bundle,org.eclipse.recommenders.coordinates,2.4.5.v20161130-1427,"org.eclipse.recommenders.coordinates",1489445479873
stopped,bundle,org.eclipse.egit.mylyn.ui,4.4.1.201607150455-r,"org.eclipse.egit.mylyn.ui",1489445479875
stopped,bundle,org.eclipse.tm.terminal.connector.local,4.2.0.201609191434,"org.eclipse.tm.terminal.connector.local",1489445479875
stopped,bundle,org.eclipse.tm.terminal.connector.process,4.2.0.201609191434,"org.eclipse.tm.terminal.connector.process",1489445479877
stopped,bundle,org.eclipse.tm.terminal.connector.serial,4.2.0.201609191434,"org.eclipse.tm.terminal.connector.serial",1489445479880
stopped,bundle,org.eclipse.tm.terminal.connector.ssh,4.2.0.201609191434,"org.eclipse.tm.terminal.connector.ssh",1489445479882
stopped,bundle,org.eclipse.tm.terminal.connector.telnet,4.2.0.201609191434,"org.eclipse.tm.terminal.connector.telnet",1489445479884
stopped,bundle,org.eclipse.tm.terminal.view.ui,4.2.0.201609191434,"org.eclipse.tm.terminal.view.ui",1489445479884
stopped,bundle,org.eclipse.egit.ui,4.4.1.201607150455-r,"org.eclipse.egit.ui",1489445479884
stopped,bundle,org.eclipse.oomph.setup.editor,1.6.0.v20161125-1207,"org.eclipse.oomph.setup.editor",1489445479887
stopped,bundle,org.eclipse.oomph.resources.edit,1.6.0.v20161019-0656,"org.eclipse.oomph.resources.edit",1489445479889
stopped,bundle,org.eclipse.oomph.workingsets.editor,1.6.0.v20161111-1110,"org.eclipse.oomph.workingsets.editor",1489445479890
stopped,bundle,org.eclipse.oomph.workingsets.edit,1.6.0.v20161019-0656,"org.eclipse.oomph.workingsets.edit",1489445479892
stopped,bundle,org.eclipse.oomph.predicates.edit,1.6.0.v20161019-0656,"org.eclipse.oomph.predicates.edit",1489445479892
stopped,bundle,org.eclipse.oomph.resources,1.6.0.v20161019-0656,"org.eclipse.oomph.resources",1489445479893
stopped,bundle,org.eclipse.oomph.workingsets,1.6.0.v20161019-0656,"org.eclipse.oomph.workingsets",1489445479893
stopped,bundle,org.eclipse.oomph.predicates,1.6.0.v20161019-0656,"org.eclipse.oomph.predicates",1489445479893
stopped,bundle,org.eclipse.egit.core,4.4.1.201607150455-r,"org.eclipse.egit.core",1489445479893
stopped,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.1.0.201603142002,"org.eclipse.datatools.enablement.postgresql.ui",1489445479895
stopped,bundle,org.eclipse.jpt.jpa.eclipselink.ui,2.4.100.v201603180253,"org.eclipse.jpt.jpa.eclipselink.ui",1489445479898
stopped,bundle,org.eclipse.jpt.jpa.ui,3.4.100.v201603180253,"org.eclipse.jpt.jpa.ui",1489445479902
stopped,bundle,org.eclipse.jpt.jpa.db.ui,2.1.200.v201603180253,"org.eclipse.jpt.jpa.db.ui",1489445479906
stopped,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201006242214,"org.eclipse.datatools.enablement.ingres.ui",1489445479916
stopped,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.1.0.201603142002,"org.eclipse.datatools.connectivity.db.generic.ui",1489445479918
stopped,bundle,org.eclipse.datatools.sqltools.data.ui,1.3.0.201603142002,"org.eclipse.datatools.sqltools.data.ui",1489445479921
stopped,bundle,org.eclipse.datatools.enablement.sybase.ui,1.0.0.v200906090458,"org.eclipse.datatools.enablement.sybase.ui",1489445479923
stopped,bundle,org.eclipse.datatools.connectivity.sqm.server.ui,1.2.0.201603142002,"org.eclipse.datatools.connectivity.sqm.server.ui",1489445479926
stopped,bundle,org.eclipse.datatools.sqltools.ddlgen.ui,1.1.0.201603142002,"org.eclipse.datatools.sqltools.ddlgen.ui",1489445479928
stopped,bundle,org.eclipse.datatools.sqltools.db.derby.ui,1.1.0.201603142002,"org.eclipse.datatools.sqltools.db.derby.ui",1489445479930
stopped,bundle,org.eclipse.datatools.sqltools.db.generic.ui,1.1.0.201603142002,"org.eclipse.datatools.sqltools.db.generic.ui",1489445479932
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.1.0.201603142002,"org.eclipse.datatools.sqltools.debugger.core.ui",1489445479934
stopped,bundle,org.eclipse.datatools.sqltools.routineeditor.ui,1.1.0.201603142002,"org.eclipse.datatools.sqltools.routineeditor.ui",1489445479939
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core,1.1.0.201603142002,"org.eclipse.datatools.sqltools.debugger.core",1489445479941
stopped,bundle,org.eclipse.datatools.sqltools.sqlscrapbook,1.1.0.201603142002,"org.eclipse.datatools.sqltools.sqlscrapbook",1489445479944
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui,1.1.1.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui",1489445479947
stopped,bundle,org.eclipse.datatools.sqltools.sqleditor,1.1.0.201603142002,"org.eclipse.datatools.sqltools.sqleditor",1489445479953
stopped,bundle,org.eclipse.datatools.sqltools.editor.core.ui,1.1.0.201603142002,"org.eclipse.datatools.sqltools.editor.core.ui",1489445479956
stopped,bundle,org.eclipse.datatools.sqltools.tabledataeditor,1.1.0.201603142002,"org.eclipse.datatools.sqltools.tabledataeditor",1489445479958
stopped,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.3.0.201603142002,"org.eclipse.datatools.connectivity.sqm.core.ui",1489445479961
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.ui,1.1.200.v201004261420,"org.eclipse.jst.j2ee.ejb.annotations.ui",1489445479964
stopped,bundle,org.eclipse.datatools.connectivity.ui.dse,1.2.0.201603142002,"org.eclipse.datatools.connectivity.ui.dse",1489445479966
stopped,bundle,org.eclipse.egit.doc,4.4.1.201607150455-r,"org.eclipse.egit.doc",1489445479970
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280609,"org.eclipse.jst.j2ee.xdoclet.runtime",1489445479973
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302126,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1489445479976
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.4.0.v201309172102,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1489445479978
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.5.0.v201309172102,"org.eclipse.jst.jsf.facesconfig.ui",1489445479981
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.3.110.v201603071844,"org.eclipse.jst.jsf.facelet.ui",1489445479982
stopped,bundle,org.eclipse.jst.jsf.ui,1.6.0.v201309172102,"org.eclipse.jst.jsf.ui",1489445479990
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.5.0.v201309172102,"org.eclipse.jst.pagedesigner.jsf.ui",1489445479994
stopped,bundle,org.eclipse.jst.pagedesigner,1.7.110.v201603071844,"org.eclipse.jst.pagedesigner",1489445480000
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.5.0.v201309172102,"org.eclipse.jst.jsf.common.ui",1489445480004
stopped,bundle,org.eclipse.pde.ua.ui,1.1.0.v20160518-1843,"org.eclipse.pde.ua.ui",1489445480007
stopped,bundle,org.eclipse.pde.api.tools.ui,1.1.0.v20160519-0701,"org.eclipse.pde.api.tools.ui",1489445480009
stopped,bundle,org.eclipse.pde.ds.annotations,1.0.0.v20160525-1437,"org.eclipse.pde.ds.annotations",1489445480012
stopped,bundle,org.eclipse.pde.ds.ui,1.1.0.v20160518-1843,"org.eclipse.pde.ds.ui",1489445480014
stopped,bundle,org.eclipse.pde.runtime,3.5.0.v20160418-1724,"org.eclipse.pde.runtime",1489445480017
stopped,bundle,org.eclipse.pde.ui.templates,3.6.0.v20160424-1948,"org.eclipse.pde.ui.templates",1489445480021
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1489445480024
stopped,bundle,org.eclipse.pde.ui,3.9.100.v20161102-0517,"org.eclipse.pde.ui",1489445480024
stopped,bundle,org.eclipse.ui.cheatsheets,3.5.0.v20160504-0839,"org.eclipse.ui.cheatsheets",1489445480028
stopped,bundle,org.eclipse.help.ui,4.0.200.v20160510-0758,"org.eclipse.help.ui",1489445480031
stopped,bundle,org.eclipse.help.webapp,3.8.0.v20160504-0839,"org.eclipse.help.webapp",1489445480034
stopped,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1489445480037
stopped,bundle,org.eclipse.ui.intro.universal,3.3.1.v20160829-1558,"org.eclipse.ui.intro.universal",1489445480040
stopped,bundle,org.eclipse.ui.intro.quicklinks,1.0.0.v20160515-0255,"org.eclipse.ui.intro.quicklinks",1489445480042
stopped,bundle,org.eclipse.wtp.epp.package.jee.intro,1.3.0.v201006142040,"org.eclipse.wtp.epp.package.jee.intro",1489445480044
stopped,bundle,org.eclipse.ui.intro,3.5.2.v20161116-1147,"org.eclipse.ui.intro",1489445480052
stopped,bundle,org.eclipse.help.base,4.1.1.v20161124-1400,"org.eclipse.help.base",1489445480054
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.850.v201505131719,"org.eclipse.jst.ws.axis.creation.ui",1489445480056
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.800.v201505131719,"org.eclipse.jst.ws.axis.consumption.ui",1489445480058
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.200.v201309242118,"org.eclipse.jst.ws.axis2.creation.ui",1489445480060
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.200.v201309242118,"org.eclipse.jst.ws.axis2.consumption.ui",1489445480062
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.200.v201309242118,"org.eclipse.jst.ws.axis2.creation.core",1489445480063
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1489445480065
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.200.v201309242118,"org.eclipse.jst.ws.axis2.consumption.core",1489445480067
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.300.v201403242125,"org.eclipse.jst.ws.cxf.creation.ui",1489445480078
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.900.v201503111711,"org.eclipse.jst.ws.creation.ui",1489445480082
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.300.v201309232152,"org.eclipse.jst.ws.cxf.consumption.ui",1489445480085
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1489445480092
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.800.v201504152025,"org.eclipse.jst.ws.consumption.ui",1489445480097
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.400.v201309242118,"org.eclipse.jst.ws.axis2.ui",1489445480099
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.600.v201505131719,"org.eclipse.jst.ws.uddiregistry",1489445480101
stopped,bundle,org.eclipse.jst.ws.ui,1.0.500.v201505131719,"org.eclipse.jst.ws.ui",1489445480104
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.900.v201603171951,"org.eclipse.wst.ws.explorer",1489445480108
stopped,bundle,org.eclipse.equinox.http.jetty,3.3.0.v20160324-1850,"org.eclipse.equinox.http.jetty",1489445480110
stopped,bundle,org.eclipse.wst.server.preview,1.1.400.v201606081655,"org.eclipse.wst.server.preview",1489445480112
stopped,bundle,org.eclipse.jgit.archive,4.4.1.201607150455-r,"org.eclipse.jgit.archive",1489445480114
stopped,bundle,org.eclipse.jgit,4.4.1.201607150455-r,"org.eclipse.jgit",1489445480115
stopped,bundle,org.eclipse.m2e.editor,1.7.0.20160603-1933,"org.eclipse.m2e.editor",1489445480117
stopped,bundle,org.eclipse.m2e.editor.xml,1.7.0.20160603-1933,"org.eclipse.m2e.editor.xml",1489445480121
stopped,bundle,org.eclipse.m2e.discovery,1.7.0.20160603-1933,"org.eclipse.m2e.discovery",1489445480124
stopped,bundle,org.eclipse.m2e.importer,1.7.0.20160603-1933,"org.eclipse.m2e.importer",1489445480126
stopped,bundle,org.eclipse.m2e.wtp.jaxrs,1.3.1.20160831-1005,"org.eclipse.m2e.wtp.jaxrs",1489445480129
stopped,bundle,org.eclipse.m2e.wtp.jpa,1.3.1.20160831-1005,"org.eclipse.m2e.wtp.jpa",1489445480131
stopped,bundle,org.eclipse.m2e.wtp.jsf,1.3.1.20160831-1005,"org.eclipse.m2e.wtp.jsf",1489445480133
stopped,bundle,org.eclipse.m2e.wtp,1.3.1.20160831-1005,"org.eclipse.m2e.wtp",1489445480140
stopped,bundle,org.eclipse.m2e.jdt,1.7.0.20160603-1933,"org.eclipse.m2e.jdt",1489445480143
stopped,bundle,org.eclipse.m2e.launching,1.7.0.20160603-1933,"org.eclipse.m2e.launching",1489445480146
stopped,bundle,org.eclipse.m2e.profiles.ui,1.7.0.20160603-1933,"org.eclipse.m2e.profiles.ui",1489445480148
stopped,bundle,org.eclipse.m2e.refactoring,1.7.0.20160603-1933,"org.eclipse.m2e.refactoring",1489445480150
stopped,bundle,org.eclipse.m2e.profiles.core,1.7.0.20160603-1933,"org.eclipse.m2e.profiles.core",1489445480152
stopped,bundle,org.eclipse.m2e.wtp.overlay.ui,1.3.1.20160831-1005,"org.eclipse.m2e.wtp.overlay.ui",1489445480154
stopped,bundle,org.eclipse.m2e.wtp.overlay,1.3.1.20160831-1005,"org.eclipse.m2e.wtp.overlay",1489445480155
stopped,bundle,org.eclipse.recommenders.chain.rcp,2.4.5.v20161130-1427,"org.eclipse.recommenders.chain.rcp",1489445480157
stopped,bundle,org.eclipse.recommenders.completion.rcp,2.4.5.v20161130-1427,"org.eclipse.recommenders.completion.rcp",1489445480159
stopped,bundle,org.eclipse.recommenders.rcp,2.4.5.v20161130-1427,"org.eclipse.recommenders.rcp",1489445480161
stopped,bundle,org.eclipse.recommenders.injection,2.4.5.v20161130-1427,"org.eclipse.recommenders.injection",1489445480162
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20100503,"org.eclipse.equinox.http.jetty",1489445480164
stopped,bundle,org.eclipse.m2e.core.ui,1.7.0.20160603-1933,"org.eclipse.m2e.core.ui",1489445480167
stopped,bundle,org.eclipse.m2e.core,1.7.0.20160603-1933,"org.eclipse.m2e.core",1489445480170
stopped,bundle,org.eclipse.recommenders.utils.rcp,2.4.5.v20161130-1427,"org.eclipse.recommenders.utils.rcp",1489445480172
stopped,bundle,org.eclipse.wst.jsdt.js.bower,1.0.0.v201605192332,"org.eclipse.wst.jsdt.js.bower",1489445480173
stopped,bundle,org.eclipse.wst.jsdt.js.node,1.0.0.v201608102114,"org.eclipse.wst.jsdt.js.node",1489445480175
stopped,bundle,org.eclipse.wst.jsdt.js.node.common,1.0.0.v201605131737,"org.eclipse.wst.jsdt.js.node.common",1489445480177
stopped,bundle,org.eclipse.wst.jsdt.js.npm,1.0.0.v201607180823,"org.eclipse.wst.jsdt.js.npm",1489445480178
stopped,bundle,org.eclipse.epp.logging.aeri.core,2.0.3.v20161012-1342,"org.eclipse.epp.logging.aeri.core",1489445480179
stopped,bundle,org.eclipse.mylyn.context.tasks.ui,3.21.0.v20160815-2336,"org.eclipse.mylyn.context.tasks.ui",1489445480179
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.21.0.v20160909-1813,"org.eclipse.mylyn.bugzilla.ui",1489445480179
stopped,bundle,org.eclipse.mylyn.bugzilla.core,3.21.0.v20160909-1813,"org.eclipse.mylyn.bugzilla.core",1489445480179
stopped,bundle,org.eclipse.mylyn.java.tasks,3.21.0.v20160701-1337,"org.eclipse.mylyn.java.tasks",1489445480180
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.21.0.v20160929-1805,"org.eclipse.mylyn.tasks.bugs",1489445480183
stopped,bundle,org.eclipse.mylyn.tasks.index.core,3.21.0.v20160630-2019,"org.eclipse.mylyn.tasks.index.core",1489445480183
stopped,bundle,org.eclipse.mylyn.team.ui,3.21.0.v20160701-1337,"org.eclipse.mylyn.team.ui",1489445480186
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,2.10.1.v20161129-1925,"org.eclipse.mylyn.wikitext.tasks.ui",1489445480188
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.21.0.v20160913-2131,"org.eclipse.mylyn.tasks.ui",1489445480188
stopped,bundle,org.eclipse.mylyn.wikitext.context.ui,2.10.1.v20161129-1925,"org.eclipse.mylyn.wikitext.context.ui",1489445480192
stopped,bundle,org.eclipse.mylyn.wikitext.core.ant,2.10.1.v20161129-1925,"org.eclipse.mylyn.wikitext.core.ant",1489445480195
stopped,bundle,org.eclipse.mylyn.wikitext.ui,2.10.1.v20161129-1925,"org.eclipse.mylyn.wikitext.ui",1489445480197
stopped,bundle,org.eclipse.mylyn.wikitext.core.osgi,2.10.1.v20161129-1925,"org.eclipse.mylyn.wikitext.core.osgi",1489445480199
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.500.v201405151744,"org.eclipse.jst.server.generic.jonas",1489445480202
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1489445480207
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1489445480211
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1489445480214
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.600.v201402262303,"org.eclipse.jst.server.generic.ui",1489445480217
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.900.v201606081655,"org.eclipse.jst.server.generic.core",1489445480220
stopped,bundle,org.eclipse.mylyn.ide.ant,3.21.0.v20160701-1337,"org.eclipse.mylyn.ide.ant",1489445480222
stopped,bundle,org.eclipse.ant.ui,3.6.201.v20161115-1135,"org.eclipse.ant.ui",1489445480225
stopped,bundle,org.eclipse.ant.launching,1.1.201.v20161115-1135,"org.eclipse.ant.launching",1489445480227
stopped,bundle,org.eclipse.compare.win32,1.1.0.v20160418-1534,"org.eclipse.compare.win32",1489445480229
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.400.v20150423-1455,"org.eclipse.equinox.p2.ui.sdk",1489445480231
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.501.v201609071751,"org.eclipse.jst.server.tomcat.ui",1489445480234
stopped,bundle,org.eclipse.jst.server.ui,1.1.300.v201309182039,"org.eclipse.jst.server.ui",1489445480237
stopped,bundle,org.eclipse.mylyn.java.ui,3.21.0.v20160701-1337,"org.eclipse.mylyn.java.ui",1489445480241
stopped,bundle,org.eclipse.jdt.junit,3.9.0.v20160421-1701,"org.eclipse.jdt.junit",1489445480244
stopped,bundle,org.eclipse.cft.server.standalone.ui,1.0.4.v201611302157,"org.eclipse.cft.server.standalone.ui",1489445480244
stopped,bundle,org.eclipse.cft.server.branding.ui,1.0.2.v201611302157,"org.eclipse.cft.server.branding.ui",1489445480246
stopped,bundle,org.eclipse.cft.server.branding.core,1.0.2.v201611302157,"org.eclipse.cft.server.branding.core",1489445480248
stopped,bundle,org.eclipse.cft.server.ui,1.0.107.v201611302157,"org.eclipse.cft.server.ui",1489445480248
stopped,bundle,org.eclipse.jpt.jpa.annotate,1.0.100.v201309261652,"org.eclipse.jpt.jpa.annotate",1489445480250
stopped,bundle,org.eclipse.jpt.jpa.eclipselink.core.ddlgen,2.2.200.v201603180253,"org.eclipse.jpt.jpa.eclipselink.core.ddlgen",1489445480252
stopped,bundle,org.eclipse.jpt.jpa.eclipselink.core,2.4.100.v201603180253,"org.eclipse.jpt.jpa.eclipselink.core",1489445480256
stopped,bundle,org.eclipse.jpt.jpa.gen,2.3.200.v201512212242,"org.eclipse.jpt.jpa.gen",1489445480260
stopped,bundle,org.eclipse.jpt.jpa.core,3.5.0.v201603181811,"org.eclipse.jpt.jpa.core",1489445480260
stopped,bundle,org.eclipse.jpt.jpa.db,2.2.200.v201603180253,"org.eclipse.jpt.jpa.db",1489445480260
stopped,bundle,org.eclipse.jpt.db,1.2.202.v201010192330,"org.eclipse.jpt.db",1489445480262
stopped,bundle,org.eclipse.datatools.enablement.jdt.classpath,1.1.0.201603142002,"org.eclipse.datatools.enablement.jdt.classpath",1489445480264
stopped,bundle,org.eclipse.jdt.apt.ui,3.4.100.v20160418-1457,"org.eclipse.jdt.apt.ui",1489445480266
stopped,bundle,org.eclipse.jst.server.preview.adapter,1.1.300.v201606081655,"org.eclipse.jst.server.preview.adapter",1489445480269
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081755,"org.eclipse.wst.xsl.jaxp.debug.ui",1489445480271
stopped,bundle,org.eclipse.jdt.debug.ui,3.7.201.v20160811-0450,"org.eclipse.jdt.debug.ui",1489445480280
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.1.200.v201603180253,"org.eclipse.jpt.dbws.eclipselink.ui",1489445480283
stopped,bundle,org.eclipse.jpt.jaxb.eclipselink.ui,1.4.200.v201603180253,"org.eclipse.jpt.jaxb.eclipselink.ui",1489445480285
stopped,bundle,org.eclipse.jpt.jaxb.ui,1.5.100.v201603180253,"org.eclipse.jpt.jaxb.ui",1489445480287
stopped,bundle,org.eclipse.jpt.common.ui,1.4.100.v201603180253,"org.eclipse.jpt.common.ui",1489445480291
stopped,bundle,org.eclipse.jst.common.annotations.ui,1.1.300.v201302011850,"org.eclipse.jst.common.annotations.ui",1489445480292
stopped,bundle,org.eclipse.jst.ejb.ui,1.1.900.v201402130359,"org.eclipse.jst.ejb.ui",1489445480295
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201302011850,"org.eclipse.jst.j2ee.webservice.ui",1489445480297
stopped,bundle,org.eclipse.jst.servlet.ui,1.1.900.v201605251556,"org.eclipse.jst.servlet.ui",1489445480299
stopped,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.300.v201308151836,"org.eclipse.jst.ws.jaxws.dom.integration",1489445480301
stopped,bundle,org.eclipse.jst.jee.ui,1.0.701.v201408251535,"org.eclipse.jst.jee.ui",1489445480303
stopped,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.600.v201302011850,"org.eclipse.jst.j2ee.navigator.ui",1489445480305
